Date,District 1,District 2,District 3,District 4,District 5,District 6,District 7,District 8,District 9
10/12/2018,151.19,50.08,134.52,73.33,133.98,75.33,70.33,71.67,40.51
10/13/2018,150.14,52.43,135.65,74.62,132.22,74.99,69.47,70.37,40.44
10/14/2018,150.14,52.43,135.65,74.62,132.22,74.99,69.47,70.37,40.44
10/15/2018,149.08,54.77,136.78,75.91,130.46,74.65,68.61,69.07,40.36
10/16/2018,152.31,53.73,133.63,76.35,133.43,75.5,67.56,67.62,41.93
10/17/2018,149.7,50.5,133.05,77.72,131.58,71.36,70.98,67.71,39.21
10/18/2018,150.63,51.28,133.72,77.88,129.08,76,69.43,68.38,38.53
10/19/2018,150.76,51.41,133.22,73.15,131.42,71.56,68.58,68.52,41.23
10/20/2018,149.57,51.5,134.24,75.35,130.72,71.87,69.1,67.86,39.47
10/21/2018,149.57,51.5,134.24,75.35,130.72,71.87,69.1,67.86,39.47
10/22/2018,148.37,51.58,135.25,77.55,130.01,72.17,69.61,67.2,37.71
10/23/2018,149.21,51.52,136.39,76.81,133.54,71.08,68.5,71.96,39.22
10/24/2018,150.01,50.44,136.28,76.95,131.04,72.49,67.03,69.61,38.64
10/25/2018,151.77,54.31,136.2,75.06,133.05,75.72,70.52,67.6,41.04
10/26/2018,151.29,51.81,132.85,73.97,130.86,74.5,67.51,68.61,40.75
10/27/2018,151.87,51.71,133.37,75.19,131.2,73.53,68.53,69.37,41.13
10/28/2018,151.87,51.71,133.37,75.19,131.2,73.53,68.53,69.37,41.13
10/29/2018,152.45,51.6,133.89,76.4,131.53,72.56,69.54,70.12,41.51
10/30/2018,151.88,51.95,132.16,77.6,132.29,73.4,66.06,71.05,39.1
10/31/2018,150.43,52.87,134.51,74.03,132.25,75.95,69.68,68,39.8
11/01/2018,143.51,52.12,134.14,75.83,126.84,81.91,68.7,70.42,41.17
11/02/2018,145.54,51.52,133.1,76.92,128.46,82.68,67.03,70.56,39.91
11/03/2018,144.08,51.97,134.48,76.94,126.35,81.24,68.14,70.78,40.94
11/04/2018,144.08,51.97,134.48,76.94,126.35,81.24,68.14,70.78,40.94
11/05/2018,142.61,52.41,135.86,76.96,124.23,79.79,69.24,70.99,41.96
11/06/2018,141.24,51.91,135.65,74.84,128.75,80.97,68.65,68.01,39.9
11/07/2018,141.06,53.43,134.67,76.87,125.81,81.72,70.65,68.59,43.27
11/08/2018,142.24,50.58,135.3,75.11,124.21,80.61,68.25,70.87,41.67
11/09/2018,142.23,53.15,136.57,74.47,128.41,81.53,69.29,69.5,43.44
11/10/2018,143.02,53.37,134.8,74.4,126.81,81.42,67.99,68.89,41.46
11/11/2018,143.02,53.37,134.8,74.4,126.81,81.42,67.99,68.89,41.46
11/12/2018,143.81,53.59,133.03,74.33,125.21,81.3,66.68,68.28,39.48
11/13/2018,144.48,51.11,132.42,75.4,127.8,81.52,68.63,71.83,40.56
11/14/2018,145.95,52.5,132.15,76.65,125.47,83.47,68.28,72.51,39.2
11/15/2018,144.04,52.99,134.37,74.2,124.01,79.5,70.22,72.82,43.74
11/16/2018,141.28,51.57,136.57,77.48,128.04,82.93,66.34,73,43.66
11/17/2018,142.18,52.34,135.37,75.41,126.14,82.93,67.46,72.99,43.7
11/18/2018,142.18,52.34,135.37,75.41,126.14,82.93,67.46,72.99,43.7
11/19/2018,143.07,53.11,134.17,73.34,124.24,82.93,68.58,72.97,43.73
11/20/2018,141.41,52.75,133.25,77.98,126.13,82.92,70.2,68.58,43.06
11/21/2018,141.83,51.21,135.53,73.44,127.58,79.28,66.98,69.66,43.95
11/22/2018,144.53,53.34,132.64,77.17,127.23,81.46,66.63,72.57,41.52
11/23/2018,144.49,54.94,136.31,73.26,124.2,81.15,67.75,70.99,40.38
11/24/2018,144.15,54.33,135.67,74.77,125.41,82.55,68.45,71.97,41.6
11/25/2018,144.15,54.33,135.67,74.77,125.41,82.55,68.45,71.97,41.6
11/26/2018,143.81,53.72,135.03,76.27,126.61,83.95,69.15,72.94,42.82
11/27/2018,143.95,53.92,136.64,74.67,127.24,81.83,68.84,69.77,40.03
11/28/2018,145.44,52.17,136.71,76.97,127.45,79.29,67.15,70.47,41.13
11/29/2018,142.95,50.22,136.02,75.93,124.62,82.29,67.75,69.21,43.62
11/30/2018,143.14,54.57,133.44,76.22,124.7,82.62,69.31,70.29,41.53
12/01/2018,148.02,54.37,140.01,76.6,124.42,84.09,70.32,71.46,41.92
12/02/2018,148.02,54.37,140.01,76.6,124.42,84.09,70.32,71.46,41.92
12/03/2018,152.9,54.17,146.57,76.97,124.13,85.56,71.32,72.63,42.31
12/04/2018,154.57,55.56,144.59,78.9,124.35,84.45,73.01,73.69,40.3
12/05/2018,151.16,52.71,147.93,77.79,124.02,85.75,73.04,74.28,44.46
12/06/2018,152.65,53.82,148.94,77.25,122.55,87.1,73.41,72.77,42.14
12/07/2018,154.64,56.53,148.97,76.88,125.88,85.84,70.36,74.38,40.41
12/08/2018,154.22,56.24,148.09,77.88,124.69,85.25,70.67,74.54,41.03
12/09/2018,154.22,56.24,148.09,77.88,124.69,85.25,70.67,74.54,41.03
12/10/2018,153.8,55.95,147.2,78.87,123.5,84.65,70.97,74.69,41.65
12/11/2018,150.33,56.35,148.38,76.75,123.01,87.78,70.43,74.7,40.25
12/12/2018,153.15,53.43,148.34,77.77,123.64,83.97,72.53,71.71,40.75
12/13/2018,151.54,55.34,147.04,74.22,122.72,86.79,72.47,70.24,40.39
12/14/2018,151.37,53.21,147.64,74.46,123.08,86.58,72.18,70.39,44.46
12/15/2018,152.01,53.72,146.73,76.67,124.63,87.15,72.24,71.54,44.32
12/16/2018,152.01,53.72,146.73,76.67,124.63,87.15,72.24,71.54,44.32
12/17/2018,152.64,54.23,145.82,78.88,126.17,87.72,72.29,72.69,44.18
12/18/2018,152.95,54.92,148.07,78.5,122.81,87.49,70.34,72.36,40.75
12/19/2018,153.21,52.86,147.26,75.58,122.64,84.22,73.73,72.79,42.14
12/20/2018,150.96,52.53,146.16,74.34,122.4,85.02,70.53,70.26,40.86
12/21/2018,151.41,52.73,144.59,77.78,126.04,83,72.93,71.56,42.49
12/22/2018,152.58,52.49,145.15,76,125.29,85.37,72.61,72.32,41.38
12/23/2018,152.58,52.49,145.15,76,125.29,85.37,72.61,72.32,41.38
12/24/2018,153.75,52.25,145.7,74.22,124.53,87.73,72.29,73.07,40.26
12/25/2018,151.95,53.43,145.69,77.46,123.83,85.83,73.94,71.25,44.31
12/26/2018,151.77,52.35,145.97,77.48,125.9,86.09,69.19,73.58,44.58
12/27/2018,150.65,55.44,146.72,74.87,122.18,85.62,72.42,73.21,41.29
12/28/2018,153.13,52.49,145.52,76.52,124.09,86.65,69.87,71.4,41.81
12/29/2018,153.68,52.47,145.99,75.34,124.41,86.09,70.99,71.49,43.21
12/30/2018,153.68,52.47,145.99,75.34,124.41,86.09,70.99,71.49,43.21
12/31/2018,154.22,52.44,146.46,74.16,124.73,85.52,72.1,71.57,44.6
01/01/2019,156.89,53.24,147.1,76.23,123.71,86.62,72.11,71.77,43.21
01/02/2019,160.1,54,148.2,77.11,123,87.15,73.23,72.04,43.2
01/03/2019,162.6,52.37,150.16,75.3,122.17,88.67,71.7,70.66,44.6
01/04/2019,158.33,55.91,148.22,77.63,125.86,85.76,74.57,74.78,43.53
01/05/2019,160.14,56.06,148.64,78.59,125.12,86.2,74.11,72.76,42.94
01/06/2019,160.14,56.06,148.64,78.59,125.12,86.2,74.11,72.76,42.94
01/07/2019,161.94,56.2,149.05,79.54,124.37,86.64,73.65,70.73,42.34
01/08/2019,159.16,56.11,148.51,75.31,121.8,89.02,71.37,71.64,45.66
01/09/2019,160.99,55.45,149.39,75.75,125.14,89.82,73.88,71.67,43.25
01/10/2019,159.37,55.65,147.28,78.22,125.64,89.14,73.14,70.32,44.9
01/11/2019,161.09,55.61,147.55,76.04,125.99,88.91,75.28,71.39,42.51
01/12/2019,160.46,54.7,148.63,76.67,125.78,87.33,74.05,72.39,43.8
01/13/2019,160.46,54.7,148.63,76.67,125.78,87.33,74.05,72.39,43.8
01/14/2019,159.83,53.79,149.7,77.29,125.56,85.74,72.81,73.38,45.08
01/15/2019,158.37,56.06,146.4,79.04,121.06,89.81,71.6,73.75,41.99
01/16/2019,160.28,56.95,148.68,76.1,125.22,88.84,74.16,74.59,43.68
01/17/2019,158.16,54.36,148.57,79.18,125.26,89.84,72.2,73.13,41.08
01/18/2019,159.78,53.56,147.39,76.95,123.7,85.46,71.49,72.28,41.87
01/19/2019,160.12,55.21,146.84,77.31,123.22,87.17,72.11,72.99,41.71
01/20/2019,160.12,55.21,146.84,77.31,123.22,87.17,72.11,72.99,41.71
01/21/2019,160.45,56.86,146.28,77.67,122.73,88.87,72.72,73.69,41.54
01/22/2019,162.4,53.43,150.07,78.96,122.34,85.83,72.55,71.42,43.57
01/23/2019,160.5,52.09,150.38,79.03,123.64,88.57,71.05,70.17,43.02
01/24/2019,159.28,54.08,148.92,77.01,123.7,89.69,71.93,73.34,45.41
01/25/2019,159.98,55.53,149.02,77,124.33,89.43,73.5,73.75,44.18
01/26/2019,159.28,55.41,148.09,76.95,124.35,88.72,72.59,73.33,45.01
01/27/2019,159.28,55.41,148.09,76.95,124.35,88.72,72.59,73.33,45.01
01/28/2019,159.28,55.41,148.09,76.95,124.35,88.72,72.59,73.33,45.01
01/29/2019,158.57,55.28,147.15,76.9,124.37,88.01,71.68,72.9,45.84
01/30/2019,162.45,54.42,150.88,79.23,124.48,87.3,74.59,71.67,44.09
01/31/2019,160.91,52.22,149.82,79.34,123.31,85.78,75.66,74.86,41.78
02/01/2019,161.59,56.56,148.74,73.63,132.22,86.61,73.27,74.44,42.26
02/02/2019,161.85,56.81,147.48,74.63,133.42,86.41,72.89,73.54,41.73
02/03/2019,161.85,56.81,147.48,74.63,133.42,86.41,72.89,73.54,41.73
02/04/2019,161.85,56.81,147.48,74.63,133.42,86.41,72.89,73.54,41.73
02/05/2019,161.85,56.81,147.48,74.63,133.42,86.41,72.89,73.54,41.73
02/06/2019,161.85,56.81,147.48,74.63,133.42,86.41,72.89,73.54,41.73
02/07/2019,161.85,56.81,147.48,74.63,133.42,86.41,72.89,73.54,41.73
02/08/2019,161.85,56.81,147.48,74.63,133.42,86.41,72.89,73.54,41.73
02/09/2019,162.1,57.06,146.22,75.63,134.61,86.2,72.51,72.63,41.2
02/10/2019,161.94,55.63,147.4,75.47,132.62,85.76,72.4,74.28,42.34
02/11/2019,161.77,54.2,148.57,75.3,130.62,85.32,72.28,75.92,43.48
02/12/2019,163.46,54.23,148.2,75.17,134.38,87.87,74.15,76.15,41.03
02/13/2019,159.29,56.7,149.94,71.89,131.78,84.92,73.1,73.98,44
02/14/2019,161.06,56.72,150.78,74.47,131.78,86.17,73.66,73.09,44.69
02/15/2019,160.83,57.91,149.85,74.75,132.36,86.99,74.46,74.71,41.33
02/16/2019,160.54,58,149.52,73.4,132.53,86.38,74.53,73.91,40.72
02/17/2019,160.54,58,149.52,73.4,132.53,86.38,74.53,73.91,40.72
02/18/2019,160.24,58.08,149.18,72.04,132.69,85.77,74.6,73.1,40.11
02/19/2019,163.32,58.03,150.14,75.8,131.06,84.16,73.68,72.2,43.66
02/20/2019,163.37,57.5,147.19,73.49,131.18,87.2,73.15,74.52,40.56
02/21/2019,161.44,57.35,147.24,74.49,134.9,87.52,73.63,75.94,40.44
02/22/2019,161.63,58.99,148.47,72.15,130.9,87.24,73.37,73.99,43.27
02/23/2019,160.52,58.49,149.1,72.59,132.17,88,74.22,73.17,41.64
02/24/2019,160.52,58.49,149.1,72.59,132.17,88,74.22,73.17,41.64
02/25/2019,159.41,57.98,149.72,73.02,133.44,88.75,75.06,72.34,40
02/26/2019,162.22,54.69,150.26,71.25,133.12,85.25,72.63,76.62,40.29
02/27/2019,161.1,56.75,148.42,72.76,134.38,84.3,71.44,74.85,41.85
02/28/2019,161.69,55.46,150.5,75.94,130.44,85.53,72.07,76.13,40.47
03/01/2019,207.78,61.09,152.28,78,133.91,85.75,78.78,75.54,44.8
03/02/2019,206.53,61.81,152.68,76.51,133.82,84.86,77.84,75.75,43.63
03/03/2019,206.53,61.81,152.68,76.51,133.82,84.86,77.84,75.75,43.63
03/04/2019,205.27,62.53,153.08,75.02,133.73,83.96,76.9,75.96,42.46
03/05/2019,206.34,59.32,151.07,75.94,135.9,87.71,80.79,74.84,44.39
03/06/2019,207.64,63.06,154.59,75.39,131.4,87.18,77.03,74.11,46.47
03/07/2019,208.03,61.45,152.51,77.68,133.81,85.83,76.35,76.07,46.43
03/08/2019,207.98,63.34,152.09,79.34,134.42,87.38,79.93,76.28,45.21
03/09/2019,208.31,61.41,151.61,79.08,134.75,86.07,78.1,76.51,44.85
03/10/2019,208.31,61.41,151.61,79.08,134.75,86.07,78.1,76.51,44.85
03/11/2019,208.63,59.47,151.12,78.82,135.08,84.76,76.26,76.74,44.49
03/12/2019,206.66,62.11,153.36,77.31,131.83,83.41,76.99,73.78,46.19
03/13/2019,207.49,62.7,150.44,78.35,131.74,87.82,76.77,75.05,44.22
03/14/2019,209.67,61.33,154.2,77.86,131.92,86.79,78.74,75.97,45.45
03/15/2019,205.58,62.19,154.13,75.04,135.72,85.5,78.1,77.86,42.65
03/16/2019,206.14,61.23,153.06,77.11,133.38,86.21,77.18,76.05,43.17
03/17/2019,206.14,61.23,153.06,77.11,133.38,86.21,77.18,76.05,43.17
03/18/2019,206.7,60.27,151.99,79.18,131.04,86.92,76.25,74.24,43.68
03/19/2019,206.2,60.24,150.17,77.49,131.71,86.37,76.78,76.43,43.59
03/20/2019,205.15,60.88,151.49,79.36,131.37,87.8,76.14,75.17,45.97
03/21/2019,205,63.12,154.86,77.41,135.99,86.58,80.55,74.47,46.6
03/22/2019,208.81,59.3,153.67,77.55,133.48,83.82,76.31,73.95,46.09
03/23/2019,208.53,60.3,152.83,78.57,134.71,85.72,77.73,75.01,45.62
03/24/2019,208.53,60.3,152.83,78.57,134.71,85.72,77.73,75.01,45.62
03/25/2019,208.24,61.29,151.99,79.59,135.94,87.61,79.15,76.07,45.15
03/26/2019,206.33,60.74,151.98,76.53,135.24,85.59,79.75,76.71,45.58
03/27/2019,205.39,63.37,151.98,78.18,135.42,86.75,79.98,74.18,43.31
03/28/2019,209.25,59.68,152.15,78.76,133.83,85.21,77.98,74.84,43.43
03/29/2019,205.23,63.75,150.95,77.76,135.77,87.06,78.29,76.55,44.29
03/30/2019,210.23,62.97,155.07,81.67,135.85,87.12,78.88,77.09,45.61
03/31/2019,210.23,62.97,155.07,81.67,135.85,87.12,78.88,77.09,45.61
04/01/2019,215.23,62.19,159.18,85.58,135.92,87.17,79.46,77.62,46.93
04/02/2019,214.17,62.08,161.6,85.6,136.87,85.37,78.28,79.41,44.73
04/03/2019,217.98,64.05,158.55,83.3,136.86,86.28,77.92,79.35,47.02
04/04/2019,214.24,63.74,157.98,86.88,136.7,87.87,78.36,77.75,46.77
04/05/2019,217.51,64.84,159.33,83.07,136.18,85.93,79.7,77.22,45.63
04/06/2019,215.31,62.83,159.4,84.46,136.15,87.47,80.41,77.81,46.47
04/07/2019,215.31,62.83,159.4,84.46,136.15,87.47,80.41,77.81,46.47
04/08/2019,213.11,60.81,159.47,85.84,136.11,89,81.11,78.39,47.3
04/09/2019,213.29,62.4,160.28,83.31,137.97,87.56,81.45,75.04,47.77
04/10/2019,214.32,62.52,157.53,87.35,134.81,88.31,78.4,78.47,47.52
04/11/2019,216.79,64.34,159.01,87.06,137,86.38,78.16,75.33,46.02
04/12/2019,215.92,60.61,161.64,86,134.47,85.35,80.02,75.6,45.81
04/13/2019,216.73,61.96,159.73,86.46,134.13,86.36,79.6,76.88,46.42
04/14/2019,216.73,61.96,159.73,86.46,134.13,86.36,79.6,76.88,46.42
04/15/2019,216.73,61.96,159.73,86.46,134.13,86.36,79.6,76.88,46.42
04/16/2019,217.53,63.31,157.82,86.92,133.79,87.37,79.18,78.15,47.02
04/17/2019,214.69,62.6,160.05,86.37,134.4,89.81,78.06,75.79,44.84
04/18/2019,214.78,60.84,158.81,84.72,137.6,87.02,80.26,75.6,45.4
04/19/2019,215.93,61.52,161.22,86.75,136.37,87.57,79.78,77.29,47.78
04/20/2019,216.21,62.83,161.21,85.04,135.94,86.41,80.78,76.44,46.34
04/21/2019,216.21,62.83,161.21,85.04,135.94,86.41,80.78,76.44,46.34
04/22/2019,216.48,64.13,161.2,83.33,135.5,85.25,81.77,75.59,44.9
04/23/2019,216.67,64.47,159.66,84.34,136.15,86.2,80.29,78.66,48.94
04/24/2019,215.21,60.65,160.91,85.68,133.09,89.55,80.88,75.58,47.2
04/25/2019,213.89,61.52,157.31,87.67,133.51,89.37,81.77,77.59,45.8
04/26/2019,216.12,60.74,158.42,84.51,134.27,87.15,81.57,76.16,47.9
04/27/2019,219.42,64.86,160.03,88.17,140.77,86.63,79.46,77.44,48.69
04/28/2019,219.42,64.86,160.03,88.17,140.77,86.63,79.46,77.44,48.69
04/29/2019,219.42,64.86,160.03,88.17,140.77,86.63,79.46,77.44,48.69
04/30/2019,219.42,64.86,160.03,88.17,140.77,86.63,79.46,77.44,48.69
05/01/2019,219.42,64.86,160.03,88.17,140.77,86.63,79.46,77.44,48.69
05/02/2019,222.72,68.98,161.63,91.82,147.27,86.11,77.35,78.72,49.47
05/03/2019,221.8,67.14,159.92,91.18,149.63,85.77,78.41,76.26,51.56
05/04/2019,221.39,66.88,160.21,91.33,148.74,86.87,77.61,77.08,51.05
05/05/2019,221.39,66.88,160.21,91.33,148.74,86.87,77.61,77.08,51.05
05/06/2019,220.97,66.61,160.49,91.48,147.85,87.96,76.8,77.9,50.54
05/07/2019,220.6,68.33,159.94,93.36,147.3,86.75,78.34,78.96,49.35
05/08/2019,223,70.34,160.74,90.5,146.82,86.04,78.46,76.76,48.05
05/09/2019,224.25,69.65,159.85,92.92,148.85,88.5,76.92,76.46,51.15
05/10/2019,224.51,70.4,162.97,89.2,149.49,87.09,76.73,76.63,49.15
05/11/2019,222.46,70.49,162.68,89.86,149.59,85.66,77.44,77.67,49.21
05/12/2019,222.46,70.49,162.68,89.86,149.59,85.66,77.44,77.67,49.21
05/13/2019,220.4,70.58,162.38,90.51,149.68,84.22,78.14,78.7,49.27
05/14/2019,223.27,69.35,159.05,93.34,148.82,85.65,78.03,80.61,51.06
05/15/2019,221.74,69.57,163.68,92.74,148.08,88.15,75.12,78.19,51.05
05/16/2019,224.15,70.12,161.58,92.37,145.65,86.9,76.56,79.67,47.27
05/17/2019,223.58,69.45,161.13,91.7,145.82,87.54,79.52,79.22,49.35
05/18/2019,223.79,68.52,161.77,90.95,147.06,87.95,79.51,80.03,50.48
05/19/2019,223.79,68.52,161.77,90.95,147.06,87.95,79.51,80.03,50.48
05/20/2019,224,67.58,162.4,90.19,148.29,88.36,79.5,80.83,51.61
05/21/2019,222.25,69.01,163.45,90.8,149.58,86.82,76.48,77.08,51.64
05/22/2019,221.83,70.72,162.76,89.44,145.04,86.85,76.46,80.43,50.78
05/23/2019,222.72,66.55,159.53,89.54,149.1,85.07,77.36,76.28,47.41
05/24/2019,220.74,67.19,160.71,93.73,145.04,88.77,79.67,77.16,47.28
05/25/2019,222.1,68.53,161.2,93.65,146.55,86.9,78.57,78.33,47.77
05/26/2019,222.1,68.53,161.2,93.65,146.55,86.9,78.57,78.33,47.77
05/27/2019,223.46,69.86,161.69,93.57,148.06,85.02,77.47,79.49,48.26
05/28/2019,220.2,70.92,159.7,90.92,147.14,88.93,75.27,80.9,49.62
05/29/2019,220.13,66.84,160.29,90.13,146.82,86.81,79.02,80.52,49.07
05/30/2019,220.55,69.75,161.67,89.14,146.3,86.18,77.83,76.87,50.99
05/31/2019,222.31,68.74,159.66,91.98,145.67,84.46,79.53,78.24,48.77
06/01/2019,222.43,69.49,161.25,94.87,151.27,86.76,78.51,78.32,51.14
06/02/2019,222.43,69.49,161.25,94.87,151.27,86.76,78.51,78.32,51.14
06/03/2019,222.54,70.24,162.84,97.75,156.86,89.06,77.49,78.39,53.51
06/04/2019,220.35,72.45,163.11,95.17,155.05,91.31,76.36,78.55,52.84
06/05/2019,223.42,70.92,161.82,95.07,156.39,88.68,76.12,79.63,55.52
06/06/2019,222.5,68.5,162.9,96.1,156.32,88.91,76.15,77.47,51.95
06/07/2019,220.68,72.62,164.19,97.32,154.47,90.88,75.43,80.02,53.6
06/08/2019,220.73,72.55,164.35,98.3,156.53,89.72,75.95,78.76,52.59
06/09/2019,220.73,72.55,164.35,98.3,156.53,89.72,75.95,78.76,52.59
06/10/2019,220.78,72.47,164.5,99.27,158.59,88.55,76.47,77.49,51.58
06/11/2019,224.86,69.38,161.25,98.02,156.41,90.51,77.64,76.45,51.46
06/12/2019,220.47,70.14,164.75,99.82,154.97,87.73,75.09,78.82,53.92
06/13/2019,224.2,72.72,160.72,95.38,157.19,90.63,79.21,80.75,54.47
06/14/2019,224.14,69.04,163.29,99.27,157.95,91.94,75.02,79.61,52.74
06/15/2019,223.08,70.51,162.92,99.24,157.21,90.51,76.66,78.38,53.88
06/16/2019,223.08,70.51,162.92,99.24,157.21,90.51,76.66,78.38,53.88
06/17/2019,222.01,71.98,162.55,99.2,156.46,89.08,78.29,77.14,55.01
06/18/2019,221.42,69.79,160.87,96.32,154.1,90.49,75.17,76.11,51.55
06/19/2019,224.69,71.66,163.29,96.06,158.32,87.8,78.19,79.62,53.17
06/20/2019,224.91,72.11,163.24,96.55,157.16,87.67,75.41,77.29,55.08
06/21/2019,220.7,71.52,163.3,98.3,154.36,88.25,77.25,76.19,53.57
06/22/2019,220.53,71.41,163.21,98.05,156.19,89.54,77.16,76.45,52.72
06/23/2019,220.53,71.41,163.21,98.05,156.19,89.54,77.16,76.45,52.72
06/24/2019,220.36,71.29,163.11,97.79,158.02,90.82,77.07,76.7,51.86
06/25/2019,221.24,72.16,160.41,98.15,158.54,89.7,78.53,76.76,53.76
06/26/2019,222.36,69.94,161.36,99.41,157.21,88.62,76.92,80.34,54.49
06/27/2019,220.42,68.29,162.88,97.74,158.24,89.86,75.72,77.76,55.29
06/28/2019,220.73,69.77,164.85,95.08,158.38,87.57,75.83,79.68,55.76
06/29/2019,221.36,73.18,184.55,94.89,159.46,89.5,76.93,80.33,54.33
06/30/2019,221.36,73.18,184.55,94.89,159.46,89.5,76.93,80.33,54.33
07/01/2019,221.98,76.59,204.25,94.69,160.54,91.42,78.03,80.97,52.9
07/02/2019,220.71,78.95,205.7,95.51,162.11,89.51,76.89,79.12,50.86
07/03/2019,223.61,75.33,202.47,94.84,161.77,89.64,76.67,82.63,52.02
07/04/2019,219.24,76.6,206.61,95.75,159.03,93.12,77.26,78.44,53.67
07/05/2019,222.16,74.04,202.58,96.07,159.99,90.52,78.56,80.39,50.87
07/06/2019,222.78,74.64,203.35,94.06,159.9,91.13,78.4,79.8,52.39
07/07/2019,222.78,74.64,203.35,94.06,159.9,91.13,78.4,79.8,52.39
07/08/2019,223.4,75.23,204.11,92.05,159.81,91.74,78.23,79.2,53.9
07/09/2019,220.7,76.12,204.38,93.46,159.93,92.07,76.85,82.74,50.48
07/10/2019,220.2,75.53,202.34,94.25,159.24,93.58,76.18,79.84,52.21
07/11/2019,220.27,74.42,205.87,96.22,159.65,89.32,78.31,82.85,50.54
07/12/2019,221.19,76.24,203.62,94.04,159.69,90.62,80.38,80.13,54.83
07/13/2019,221.68,75.51,204.18,93.78,160.34,91.86,78.88,79.81,54.9
07/14/2019,221.68,75.51,204.18,93.78,160.34,91.86,78.88,79.81,54.9
07/15/2019,222.16,74.77,204.74,93.51,160.99,93.09,77.37,79.48,54.97
07/16/2019,222.07,77.54,203.27,94.53,162.06,92.99,76.11,82.65,51.21
07/17/2019,221.13,76.13,206.46,96.14,160.66,92.79,77.76,82.2,54.85
07/18/2019,219.88,76.67,206.78,93.05,160.43,90.05,80.23,82.34,50.59
07/19/2019,222.76,77.17,202.35,96.63,161.02,93.56,77.05,79.35,50.88
07/20/2019,220.91,77.27,202.93,94.78,161.69,92.15,78.74,81.16,51.23
07/21/2019,220.91,77.27,202.93,94.78,161.69,92.15,78.74,81.16,51.23
07/22/2019,219.05,77.36,203.51,92.92,162.36,90.73,80.43,82.96,51.58
07/23/2019,220.75,75.23,203.8,94.61,158.27,89.85,78.36,82.95,51.79
07/24/2019,221.51,78.33,203.44,96.82,160.8,93,77.64,81.65,52.27
07/25/2019,222.85,78.57,202.21,94.25,160.47,90.48,76.31,79.86,51.66
07/26/2019,222.6,76.01,206.26,95.42,159.11,92.96,76.14,82.69,54.43
07/27/2019,222.81,77.4,204.51,95.47,160,92.93,76.33,81,54.29
07/28/2019,222.81,77.4,204.51,95.47,160,92.93,76.33,81,54.29
07/29/2019,223.02,78.79,202.75,95.52,160.88,92.9,76.51,79.31,54.15
07/30/2019,220.57,78.42,205.31,94.03,158.13,92,78.3,81.79,52.78
07/31/2019,219.84,75.27,205.84,96.91,158.28,91.33,78.66,81.2,53.36
08/01/2019,221.93,79.62,203,98.01,159,93.37,78.85,80.67,55.56
08/02/2019,221.74,81.27,202.57,100.61,159.74,91.11,76.97,81.88,54.41
08/03/2019,222.5,80.4,203.72,98.64,158.82,91.69,77.79,82.12,54.06
08/04/2019,222.5,80.4,203.72,98.64,158.82,91.69,77.79,82.12,54.06
08/05/2019,223.26,79.53,204.87,96.67,157.9,92.26,78.6,82.35,53.7
08/06/2019,222.01,77.03,201.74,96.61,159.93,91.22,78.12,81.61,53.48
08/07/2019,222.61,79.03,200.93,100.32,161.38,94.88,78.47,82.26,56.76
08/08/2019,219.73,78.76,201.75,97.88,160.74,92.29,80,80.18,55.94
08/09/2019,221.37,79.97,202.99,98.11,158.03,94.04,77.63,82.75,56.54
08/10/2019,221.94,78.7,203.66,98.29,159.42,94.85,78.37,82.69,55.87
08/11/2019,221.94,78.7,203.66,98.29,159.42,94.85,78.37,82.69,55.87
08/12/2019,222.5,77.42,204.33,98.47,160.8,95.65,79.11,82.63,55.19
08/13/2019,222.66,81.38,203.93,100.34,159.52,91.52,80.18,78.75,56.28
08/14/2019,223.03,78.72,201.74,98.6,158.17,94.03,78.52,80.78,54.05
08/15/2019,220.88,79.85,202.21,97.98,161.34,95.07,79.77,81.39,54.81
08/16/2019,221.89,80.8,202.88,99.08,161.74,93.42,79.94,79.57,53.98
08/17/2019,222.61,81.03,201.93,99.93,161.81,93.39,79.22,80.91,55.52
08/18/2019,222.61,81.03,201.93,99.93,161.81,93.39,79.22,80.91,55.52
08/19/2019,223.32,81.26,200.98,100.77,161.87,93.36,78.5,82.24,57.05
08/20/2019,221.4,80.83,201.67,99.14,160.68,91.88,76.33,82.31,56.55
08/21/2019,219.32,78.87,202.28,98.94,160.37,95.87,78.51,79.63,56.74
08/22/2019,221.89,79.73,204.16,96.38,161.23,92.82,76.93,81.42,53.99
08/23/2019,219.44,77.91,204.95,96.37,158.53,91.65,76.34,79.13,53.26
08/24/2019,221.19,79.34,204.2,97.69,159.22,92.62,78.38,78.72,54.38
08/25/2019,221.19,79.34,204.2,97.69,159.22,92.62,78.38,78.72,54.38
08/26/2019,222.93,80.76,203.45,99.01,159.9,93.59,80.42,78.3,55.49
08/27/2019,223.97,78.27,201.24,96.16,159.94,93.95,77.92,79.26,56.86
08/28/2019,222.02,81.22,200.61,97.88,157.86,94.48,78.52,79.7,54.93
08/29/2019,221.04,77.97,202.82,99.69,158,94.65,78.34,78.24,53.67
08/30/2019,220.41,79.82,201.26,96.64,160.3,93.79,80.73,81.02,57.77
08/31/2019,219.64,79.84,202.49,96.14,157.37,91.95,77.16,78.59,55.86
09/01/2019,251.58,77.79,203.49,121.7,158.41,93.78,76.68,80.04,55.47
09/02/2019,251.58,77.79,203.49,121.7,158.41,93.78,76.68,80.04,55.47
